id,title,audio_path,genre,lyrics
210634,Are You Sure Hank Done It This Way,data/audio/Are You Sure Hank Done It This Way [6PLPmmfeNd4].wav,country,"[Verse 1]
Lord, it's the same old tune, fiddle and guitar
Where do we take it from here?
Rhinestone suits and new shiny cars
It's been the same way for years
We need to change

[Verse 2]
Somebody told me, when I came to Nashville
""Son, you finally got it made!
Old Hank made it here, we're all sure that you will""
But I don't think Hank done it this way, no
I don't think Hank done it this way, ok

[Bridge]

[Verse 3]
Ten years on the road, making one night stands
Speeding my young life away
Tell me one more time, just so's I'll understand
Are you sure Hank done it this way?
Did old Hank really do it this a-way?
[Verse 4]
Lord, I've seen the world with a five-piece band
Looking at the back side of me
Singing my songs, and one of his now and then
But I don't think Hank done 'em this way, no
I don't think Hank done 'em this way
Take it home

[Outro]"
452079,Who Do I Know in Dallas,data/audio/Who Do I Know In Dallas [ulDnf9uhj1k].wav,country,"[Verse]
Who do I know in Dallas?
Who can I call on the phone?
Who do I know in Dallas
Who'll make me forget she's gone?

[Verse]
I can't spend a night without someone
For the loneliness will drive me insane
Who do I know in Dallas
Who'll make me be glad I came?

[Verse]
It was Shirley consoled me in Phoenix
And Jeannie in old San Antone
But who do I know in Dallas
Who'll help me forget she's gone?

[Verse]
Oh, who do I know in Dallas?
Who can I call on the phone?
Who do I know in Dallas
Who'll make me forget she's gone?"
526112,She’s a Mystery to Me,data/audio/She's a Mystery to Me [6BSi0qUDDv8].wav,country,"[Verse 1]
Darkness falls and she
Will take me by the hand
Take me to some twilight land
Where all but love is grey
Where I can’t find my way
Without her as my guide

[Bridge 1]
Night falls, I’m cast beneath her spell
Daylight comes, our heaven turns to hell
Am I left to burn
And burn eternally?
She’s a mystery to me

[Chorus]
She’s a mystery girl
She’s a mystery girl

[Verse 2]
In the night of love
Words tangled in her hair
Words soon to disappear
A love so sharp it cut
Like a switchblade to my heart
Words tearing me apart
[Bridge 2]
She tears again my bleeding heart
I wanna run, she’s pulling me apart
Fallen angel cries
And I just melt away
She’s a mystery to me

[Chorus]
She’s a mystery girl
She’s a mystery girl
She’s a mystery girl
She’s a mystery girl

[Verse 3]
Haunted by her side
It’s the darkness in her eyes
That so enslaves me
But if my love is blind
Then I don’t want to see
She’s a mystery to me

[Bridge 1]
Night falls, I’m cast beneath her spell
Daylight comes, our heaven turns to hell
Am I left to burn
And burn eternally?
She’s a mystery to me
[Chorus]
She’s a mystery girl
She’s a mystery girl
She’s a mystery girl
She’s a mystery girl

[Chorus]
She’s a mystery girl
She’s a mystery girl
She’s a mystery girl

[Chorus]
She’s a mystery girl
She’s a mystery girl
She’s a mystery girl"
745581,Play Like A Girl,data/audio/Play Like A Girl [XmooQq7bH8I].wav,country,"I remember when boys told me --
You play like a girl
It's a matter of genetic history
You play like a girl
You can't be in our band
You don't play like a man
But there's one thing you can do
Teach us to play like you

Now all over this big wide world
I play like a girl
From the California lights to the Serengetti nights
I play like a girl

When I was ten years old, I was told --
You can't play baseball
You've got to pitch underhand
You can't throw it like a man
It won't be any fun at all
Girls don't know how to have fun
Girls don't last in the long run
Girls give birth and stuff but
They're not really tough enough
Now all over this big wide world
I play like a girl
From the California lights to the Serengetti nights
I play like a girl

Don't want to be Elvis
Mickey Mantle or Babe
This isn't a contest
I just want to make some music
Have a good time while I do it

I don't need permission
To change this tradition
When they tell me ""you can't play""
I just turn my back and say

Now all over this big wide world
I play like a girl
From the California lights to the Serengetti nights
I play like a girl
I play like a girl
I play like a girl"
566363,Coward of the County,data/audio/Coward Of The County [mNlswqBZ7u4].wav,country,"[Verse 1]
Everyone considered him the coward of the county
He'd never stood one single time to prove the county wrong
His mama named him Tommy, but folks just called him yellow
Something always told me they were reading Tommy wrong

[Verse 2]
He was only ten years old when his daddy died in prison
I looked after Tommy 'cause he was my brother's son
I still recall the final words my brother said to Tommy
""Son, my life is over, but yours has just begun""

[Chorus]
Promise me, son, not to do the things I've done
Walk away from trouble if you can
Now it don't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you don't have to fight to be a man

[Verse 3]
There's someone for everyone, and Tommy's love was Becky
In her arms he didn't have to prove he was a man
One day while he was working, the Gatlin boys came calling
They took turns at Becky, n'there was three of them
Tommy opened up the door and saw his Becky crying
The torn dress, the shattered look was more than he could stand
He reached above the fireplace, took down his daddy's picture
As a tear fell on his daddy's face, he heard these words again
[Chorus]
Promise me, son, not to do the things I've done
Walk away from trouble if you can
Now it won't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you don't have to fight to be a man

[Verse 4]
The Gatlin boys just laughed at him
When he walked into the barroom
One of them got up and met him half way cross the floor
Tommy turned around they said, ""Hey look, old yella's leavin'""
But you could've heard a pin drop
When Tommy stopped and locked the door
Twenty years of crawling was bottled up inside him
He wasn't holding nothing back, he let 'em have it all
When Tommy left the bar room, not a Gatlin boy was standing
He said, ""This one's for Becky"" as he watched the last one fall
N' I heard him say

[Chorus 2]
I promised you, Dad, not to do the things you've done
I walk away from trouble when I can
Now please don't think I'm weak, I didn't turn the other cheek
And Papa, I sure hope you understand
Sometimes you gotta fight when you're a man
[Outro]
Everyone considered him the coward of the county"
303761,Honky Tonk Heroes,data/audio/Honky Tonk Heroes (Like Me) [8LIDR2ySLlo].wav,country,"Low down leavin' sun
I've done did everything that needs done
Woe is me, why can't i see
I'd best be leavin' well enough alone
Them neon light nights, couldn't stay out of fights
Keep a-hauntin' me in memories
Well, there's one in every crowd, for cryin' out loud
Why was it always turnin' out to be me

[Chorus:]
Where does it go, the good Lord only knows
It seems like it was just the other day
I was down at Green Gables, a hawkin' them tables
And generally blowin' all my hard earned pay
Piano roll blues, danced holes in my shoes
There weren't another other way to be
For lovable losers, no account boozers
And honky tonk heroes like me

[Chorus x2]"
119983,Goodnight Hollywood Blvd.,"data/audio/Goodnight, Hollywood Blvd. [yq6ArCcWzXg].wav",country,"[Verse 1]
It's happening baby
They're putting up the chairs
Taking the money
And all we can do is pray
Pray for tomorrow

[Pre-Chorus]
So close your eyes
And close your mouth
And do this all in time to the music
That screams like a child
In the back of your mind
In a clown's saloon

[Chorus]
So goodnight Hollywood Boulevard, goodnight
See ya soon
Goodnight Hollywood Boulevard, goodnight
See you sometime
Yeah, right
Yeah, right
[Verse 2]
Run away baby
Back to your lonely house
You wanted the honey
But you were only just stinging yourself
It's hard to watch

[Pre-Chorus]
So I close my eyes
And I close my mouth
And I do this all in time to the music
That dances like fools set on fire
Flailing their arms
In a room full of whores

[Chorus]
So goodnight Hollywood Boulevard, goodnight
See ya soon
Goodnight Hollywood Boulevard, goodnight
See you sometime, see you sometime
Yeah, right
Yeah, right
Yeah, right
Yeah, right
Yeah, right"
336489,I Still Long to Hold You Now and Then,data/audio/[I Still Long To Hold You] Now And Then [gwbDj0sRV0A].wav,country,"I see you now, I think of then
And dwell upon the happiness of way back when
Because since you said goodbye
The feelings just won't die
And I still long to hold you now and then

A million years have come and gone
And I was sure by now I'd make it on my own
But seeing you today
Took my breath away
And I still long to hold you now and then

Suddenly I felt myself wondering
If you might want to try it again
And though I wanted so much to hold you
You smiled and shook my hand

So I'll exist on dreams again
On days when we were lovers and not just friends
And even if I find another love in time
And I still long to hold you now and then
And I still long to hold you now and then"
718397,The Pearl,data/audio/The Pearl [wyBQtflf3Gs].wav,country,"[Verse 1]
Oh the dragons are going to fly tonight
They're circling low and inside tonight
It's another round in the losing fight
Out along the great divide tonight
We are aging soldiers in an ancient war
Seeking out some half-remembered shore
We drink our fill and still we thirst for more
Asking if there's no heaven, what is this hunger for?
Our path is worn our feet are poorly shod
We lift up our prayer against the odds
And fear the silence is the voice of God, of God, of God

[Chorus]
And we cry Allelujah Allelujah
We cry Allelujah

[Verse 2]
Sorrow is constant and the joys are brief
The seasons come and bring no sweet relief
Time is a brutal but a careless thief
Who takes our lot but leaves behind the grief
It is the heart that kills us in the end
Just one more old broken bone that cannot mend
As it was now and ever shall be, amen amen amen
[Chorus]
And we cry Allelujah Allelujah
We cry Allelujah

[Verse 3]
So there'll be no guiding light for you and me
We are not sailors lost out on the sea
We were always headed toward eternity
Hoping for a glimpse of Gaililee
Like falling stars from the universe, we are hurled
Down through the long loneliness of the world
Until we behold the pain become the pearl, the pearl, the pearl

[Chorus]
And we cry Allelujah Allelujah
We cry Allelujah
And we cry Allelujah Allelujah
We cry Allelujah"
374537,Everybody Loves Me But You,data/audio/Someone To Love Me (The Prisoner's Song) [00BBdKciuLY].wav,country,"Why did I listen to my friends
When they told me what to do
Yes, I still have my friends
But I don't have you
And like true friends, they still come around
And say, ""I'm sorry you're blue""
Oh, everybody loves me but you

My friends don't know what they've done
Wwell, they wouldn't understand anyhow
I can't tell them they were wrong
'Cause I'm afraid they'll leave me, too
Now it's funny but more than ever
I need them now

I still ask my friends what to do
But it seems they don't know
How to bring
How to bring you back
They say, ""what made him go?""
Yes, like true friends, they still come around
And say, ""I'm sorry you're blue""
Oh, everybody loves me but you"
61003,Red Solo Cup,data/audio/Red Solo Cup [0_S73uAC6GA].wav,country,"Hey, one, two, three

[Verse 1]
Now, red Solo cup is the best receptacle
For barbecues, tailgates, fairs, and festivals
And you, sir, do not have a pair of testicles
If you prefer drinking from glass
Hey, red Solo cup is cheap and disposable
And in 14 years, they are decomposable
And unlike my home, they are not foreclosable
Freddy Mac can kiss my ass
Whoo!

[Chorus]
Red Solo cup
I fill you up
Let's have a party
Let's have a party
I love you, red Solo cup
I lift you up
Proceed to party
Proceed to party
[Verse 2]
Now, I really love how you're easy to stack
But I really hate how you're easy to crack
'Cause when beer runs down in front of my pack
Well, that, my friends, is quite yucky
But I have to admit that the ladies get smitten
Admiring at how sharply my first name is written
On you with a Sharpie when I get to hitting
On them to help me get lucky

[Chorus]
Red Solo cup
I fill you up
Let's have a party
Let's have a party
I love you, red Solo cup
I lift you up
Proceed to party
Proceed to party

[Verse 3]
Now, I've seen you in blue and I've seen you in yellow
But only you, red, will do for this fellow
'Cause you are the Abbott to my Costello
And you are the Fruit to my Loom (Here we go now)
Red Solo cup, you're more than just plastic
You're more than amazing, you're more than fantastic
And believe me that I am not the least bit sarcastic
When I look at you and say
[Bridge]
Red Solo cup, you're not just a cup
(No! No! No! God, no! )
You're my-you're my (Friend?) friend
(Friend, friend, friend,life-long)
Thank you for being my friend

[Chorus]
Red Solo cup
(That's what I am talking about)
I fill you up
Let's have a party
(Let's have a party)
Let's have a party
(Let's have a party)
I love you, red Solo cup
I lift you up
Proceed to party
Proceed to party

Red Solo cup
Red Solo cup
(I fill you up, let's have a party)
Let's have a party
(Let's have a party)
Let's have a party
(Red Solo cup)
Oh red Solo cup
(I lift you up)
Let's have a party
Proceed to party yeah yeah
[Outro]
(Solo cup, solo cup, solo cup)
(Solo cup, solo cup, solo cup)
(Solo cup, solo cup)"
714000,Still,data/audio/Still [a7CpB7UrM6o].wav,country,"[Chorus 1]
(Still)
Though you broke my heart
(Still)
Though we're far apart
(I love you still)

[Chorus 2]
(Still)
After all this time
(Still)
You're still on my mind
(I love you still)

[Verse 1]
I've lost count of the hours and I've lost track of the days
In fact, I've lost just about everything since you went away
(I love you still)
Everything that is except the memories you left me
And that's one things that no one can mar
I don't know who you're with, I don't even know where you've gone
My only hope is that some day you might hear this song
And you'll know, I wrote it especially for you
(I love you still)
And I love you wherever you are
[Chorus 2]

[Verse 2]
This flame in my heart is like an eternal fire
For every day it burns hotter and every day it burns higher
(I love you still)
And I haven't been able to put out one little flicker
Not even with all of these tears
My friends all think, I'm crazy and maybe I am
But I'll carry this torch just as long as I can
For someday you might just decide to come home
(I love you still)
And I want you to know, I'm still here

[Chorus 1]"
697871,I’m Movin On,data/audio/I'm Movin' On [wHDrphJ2Yco].wav,country,"[Verse 1]
That big eight wheeler a rollin' down the track
Means your true lovin' daddy ain't comin' back
'Cause I'm movin' on, I'll soon be gone
You were flyin' too high for my little old sky
So I'm movin' on

[Verse 2]
That big loud whistle as it blew and blew
Said hello to the Southland, we're comin' to you
And we're movin' on, oh hear my song
You had the laugh on me, so I've set you free
And I'm movin' on

[Verse 3]
Mister Fireman, won't you please listen to me
'Cause I got a pretty mama in Tennessee
Keep movin' me on, keep rollin' on
So shovel the coal, let this rattler roll
And keep movin' me on
[Verse 4]
Mister Engineer, take that throttle in hand
This rattler's the fastest in the southern land
To keep movin' me on, keep rollin' on
You're gonna ease my mind, put me there on time
And keep rollin' on

[Verse 5]
I've told you baby from time to time
But you just wouldn't listen or pay me no mind
Now I'm movin' on, I'm rollin' on
You've broken your vow and it's all over now
So I'm movin' on

[Verse 6]
You switched your engine, now I ain't got time
For a triflin' woman on my main line
'Cause I'm movin' on, you done your daddy wrong
I've warned you twice, now you can settle the price
Cause I'm movin' on

[Verse 7]
But someday baby when you've had your play
You're gonna want your daddy but your daddy will say
Keep movin' on, you stayed away too long
I'm through with you, too bad you're blue
Keep movin' on"
710748,Buried Under,data/audio/Buried Under [ROuVtzjLjec].wav,country,"[Verse 1]
I wish that I didn't have to see
A confidant as an enemy
Common lies and the lines you cross
Helplessly I can only watch

[Verse 2]
Dodging words as they ricochet
Honesty that'll never pay
Your convictions I believe
Like an apparition haunting me

[Chorus]
Now the truth is a ball and chain
Holding my conscience to the flame
It's covered up but still I know
The secrets of a life your guilty of
A smoking gun is what I found
The dirt I have on you is the ground
Oh, I'm buried under
[Verse 3]
Trying to tread through sinkin' sand
In your way, you know I can't stand
What I thought was meant to be
Is a broken heart weighing down on me

[Chorus]
Now the truth is a ball and chain
Holding my conscience to the flame
It's covered up but still I know
The secrets of a life your guilty of
A smoking gun is what I found
The dirt I have on you is the ground
Oh, I'm buried under
Yeah, I'm buried under
Ohhh, I'm buried under

[Bridge]
Can you fall for the wings of a dove
When the clever wolf is the one you love?

[Chorus]
Now the truth is a ball and chain
Holding my conscience to the flame
It's covered up but still I know
The secrets of a life your guilty of
A smoking gun is what I found
The dirt I have on you is the ground
Oh, I'm buried under
[Outro]
I wish that I didn't have to see
A confidant as an enemy"
